shot_id,x,y,team_id,made,description,meta,flag2
2839649124,70.0,71.0,536,True,1st 06:12:00 : made by Filip Brankovic(UTRGV) 22-24,period_1 player_787287574 team_536,False
2839649126,28.0,72.0,301,True,1st 05:53:00 : made by Zvonimir Ivisic(Illinois) 22-27,period_1 player_787287547 team_301,False
2839649128,79.0,64.0,536,False,1st 05:36:00 : missed by Zae Blake(UTRGV) 22-27,period_1 player_787287564 team_536,False
2839649130,8.0,43.0,301,True,1st 05:23:00 : made by Keaton Wagler(Illinois) 22-29,period_1 player_787287558 team_301,False
2839649132,72.0,78.0,536,False,1st 04:56:00 : missed by Kye Dickson(UTRGV) 22-29,period_1 player_787287571 team_536,False
2839649134,30.0,71.0,301,True,1st 04:45:00 : made by Mihailo Petrovic(Illinois) 22-32,period_1 player_787287556 team_301,False
2839649139,31.0,66.0,301,False,1st 04:21:00 : missed by Zvonimir Ivisic(Illinois) 24-32,period_1 player_787287547 team_301,False
2839649141,5.0,46.0,301,True,1st 04:16:00 : made by Andrej Stojakovic(Illinois) 24-34,period_1 player_787287546 team_301,False
2839649142,98.0,97.0,536,False,1st 03:52:00 : missed by Marvin McGhee III(UTRGV) 24-34,period_1 player_787287565 team_536,False
2839649146,91.0,56.0,536,False,1st 03:33:00 : missed by Always Wright(UTRGV) 24-34,period_1 player_787287579 team_536,False
2839649148,8.0,49.0,301,True,1st 03:28:00 : made by Andrej Stojakovic(Illinois) 24-36,period_1 player_787287546 team_301,False
2839649157,92.0,55.0,536,True,1st 02:59:00 : made by Koree Cotton(UTRGV) 26-36,period_1 player_787287568 team_536,False
2839649160,88.0,2.0,536,False,1st 02:33:00 : missed by Marvin McGhee III(UTRGV) 26-36,period_1 player_787287565 team_536,False
2839649162,33.0,51.0,301,False,1st 02:09:00 : missed by Zvonimir Ivisic(Illinois) 26-36,period_1 player_787287547 team_301,False
2839649168,76.0,29.0,536,False,1st 01:46:00 : missed by Always Wright(UTRGV) 26-38,period_1 player_787287579 team_536,False
2839649180,92.0,56.0,536,True,1st 01:16:00 : made by Filip Brankovic(UTRGV) 28-40,period_1 player_787287574 team_536,False
2839649189,6.0,96.0,301,False,1st 00:40:50 : missed by Andrej Stojakovic(Illinois) 29-40,period_1 player_787287546 team_301,False
2839649191,82.0,8.0,536,False,1st 00:23:10 : missed by Julien Gomez(UTRGV) 29-40,period_1 player_787287577 team_536,False
2839649193,94.0,44.0,536,True,1st 00:15:60 : made by Koree Cotton(UTRGV) 31-40,period_1 player_787287568 team_536,False
2839649194,7.0,43.0,301,False,1st 00:02:60 : missed by Andrej Stojakovic(Illinois) 31-40,period_1 player_787287546 team_301,False
2839649196,6.0,50.0,301,True,1st 00:01:30 : made by Tomislav Ivisic(Illinois) 31-42,period_1 player_787287552 team_301,False
2839649205,68.0,46.0,301,False,2nd 19:41:00 : missed by Kylan Boswell(Illinois) 31-42,period_2 player_787287559 team_301,False
